!DownloadDisplay,Copyright,Country,Dataset (Source/Database Name),Definition,Forecast Starts From,Indicators,Methodology Notes,Quantity,Year,Min. Sort order
"25,359,543","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2014,624
"25,131,535","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2015,624
"24,665,996","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2013,624
"23,832,691","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2012,624
"23,606,979","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2010,624
"23,331,929","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2011,624
"22,765,338","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2009,624
"22,136,401","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2008,624
"21,637,671","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2007,624
"20,268,158","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2006,624
"19,513,480","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2005,624
"19,048,764","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2004,624
"18,233,922","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2003,624
"17,736,811","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2002,624
"17,546,433","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2001,624
"17,181,984","The data has been estimated by GlobalData based on information from 'Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund'. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis using information from Central Agency Arab Republic of Egypt, International Labour Organization and International Monetary Fund","This comprises all persons above 15 years of age who, during the reference week, were in one of the following categories:1) paid employment: includes those who during the reference week worked for at least one hour for a wage or salary, in cash or in kind.2) were employees but were not at work and were: on paid or sick leave, did not work due to bad weather, were undergoing training or education, did not work due to a labor dispute, were absent from work for a period of less than 6 months, were absent from work for a period of more than 6 months and were still receiving some type of payment whilst being absent from work.3) Self-employed: a person who runs a trade or business, rather than working as an employee for someone else. A person is self-employed if she/he is a sole proprietor or a partner working in a business. Unpaid family workers: refers to people who worked without pay in a family business or farm. Excluded from this definition are housewives.",2019,Total employment,The total number of employed persons has been obtained by subtracting from total work force the number of unemployed persons. Please refer to respective methodologies for details.,People,2000,624
