!DownloadDisplay,Copyright,Country,Dataset (Source/Database Name),Definition,Forecast Starts From,Indicators,Methodology Notes,Quantity,Year,Min. Sort order
-9.19%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2002,170
-8.47%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2019,170
-8.40%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2005,170
-8.19%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2010,170
-8.19%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2004,170
-7.70%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2007,170
-7.5%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2008,170
-6.90%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2009,170
-6.58%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2020,170
-5.51%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2021,170
-4.91%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2025,170
-4.79%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2024,170
-4.65%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2022,170
-4.47%,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2023,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2001,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,2000,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1999,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1998,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1997,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1996,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1995,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1994,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1993,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1992,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1991,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1990,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1989,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1988,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1987,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1986,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1985,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1984,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1983,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1982,170
,"Historical data has been sourced from 'Central Bank of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,GlobalData analysis based on information from Central Bank of Egypt,"Data refers to budget surplus or deficit as percent of GDP. The indicator is calculated as the difference between total revenue and total expenditure, including capital expenditure (in particular, gross fixed capital formation). A positive figure indicates a surplus and a negative figure indicates a deficit",2019,Public sector finances: budget surplus/deficit (% of GDP),Forecast data has been derived using the trends of General government net lending/borrowing and Nominal GDP USD. Historical data has been directly sourced from NSOs.,Number,1981,170
